Source Name	Characteristics[Organism]	Characteristics[Genus]	Characteristics[Species]	Protocol REF	Sample Name	Characteristics[Observation Unit Type]	Characteristics[Spatial Distribution]
RIL100 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_7	plant	[plant]7
RIL100 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_6	plant	[plant]6
RIL100 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_8	plant	[plant]8
RIL100 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_3	plant	[plant]3
RIL100 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_16	plant	[plant]16
RIL100 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_9	plant	[plant]9
RIL84 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_150	plant	[plant]150
RIL84 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_160	plant	[plant]160
RIL84 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_152	plant	[plant]152
RIL84 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_153	plant	[plant]153
RIL84 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_149	plant	[plant]149
RIL84 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_155	plant	[plant]155
RIL84 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_141	plant	[plant]141
RIL84 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_159	plant	[plant]159
RIL84 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_145	plant	[plant]145
RIL84 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_151	plant	[plant]151
RIL84 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_142	plant	[plant]142
RIL84 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_157	plant	[plant]157
RIL84 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_146	plant	[plant]146
RIL84 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_147	plant	[plant]147
RIL84 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_156	plant	[plant]156
RIL84 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_158	plant	[plant]158
RIL84 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_143	plant	[plant]143
RIL84 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_148	plant	[plant]148
RIL84 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_154	plant	[plant]154
RIL84 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_144	plant	[plant]144
RIL85 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_130	plant	[plant]130
RIL85 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_131	plant	[plant]131
RIL85 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_128	plant	[plant]128
RIL85 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_125	plant	[plant]125
RIL85 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_133	plant	[plant]133
RIL85 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_129	plant	[plant]129
RIL85 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_140	plant	[plant]140
RIL85 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_121	plant	[plant]121
RIL85 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_136	plant	[plant]136
RIL85 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_137	plant	[plant]137
RIL85 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_132	plant	[plant]132
RIL85 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_134	plant	[plant]134
RIL85 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_138	plant	[plant]138
RIL85 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_124	plant	[plant]124
RIL85 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_139	plant	[plant]139
RIL85 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_122	plant	[plant]122
RIL85 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_127	plant	[plant]127
RIL85 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_135	plant	[plant]135
RIL85 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_126	plant	[plant]126
RIL85 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_123	plant	[plant]123
RIL88 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_105	plant	[plant]105
RIL88 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_112	plant	[plant]112
RIL88 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_118	plant	[plant]118
RIL88 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_117	plant	[plant]117
RIL88 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_109	plant	[plant]109
RIL88 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_114	plant	[plant]114
RIL88 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_103	plant	[plant]103
RIL88 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_110	plant	[plant]110
RIL88 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_106	plant	[plant]106
RIL88 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_113	plant	[plant]113
RIL88 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_104	plant	[plant]104
RIL88 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_102	plant	[plant]102
RIL88 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_101	plant	[plant]101
RIL88 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_120	plant	[plant]120
RIL88 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_107	plant	[plant]107
RIL88 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_111	plant	[plant]111
RIL88 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_116	plant	[plant]116
RIL88 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_115	plant	[plant]115
RIL88 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_119	plant	[plant]119
RIL88 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_108	plant	[plant]108
RIL89 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_95	plant	[plant]95
RIL89 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_100	plant	[plant]100
RIL89 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_99	plant	[plant]99
RIL89 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_98	plant	[plant]98
RIL89 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_88	plant	[plant]88
RIL89 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_91	plant	[plant]91
RIL89 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_97	plant	[plant]97
RIL89 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_90	plant	[plant]90
RIL89 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_86	plant	[plant]86
RIL89 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_92	plant	[plant]92
RIL89 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_89	plant	[plant]89
RIL89 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_84	plant	[plant]84
RIL89 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_87	plant	[plant]87
RIL89 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_83	plant	[plant]83
RIL89 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_81	plant	[plant]81
RIL89 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_85	plant	[plant]85
RIL89 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_96	plant	[plant]96
RIL89 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_94	plant	[plant]94
RIL89 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_93	plant	[plant]93
RIL89 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_82	plant	[plant]82
RIL90 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_80	plant	[plant]80
RIL90 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_66	plant	[plant]66
RIL90 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_61	plant	[plant]61
RIL90 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_67	plant	[plant]67
RIL90 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_63	plant	[plant]63
RIL90 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_70	plant	[plant]70
RIL90 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_79	plant	[plant]79
RIL90 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_74	plant	[plant]74
RIL90 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_72	plant	[plant]72
RIL90 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_65	plant	[plant]65
RIL90 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_78	plant	[plant]78
RIL90 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_71	plant	[plant]71
RIL90 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_68	plant	[plant]68
RIL90 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_77	plant	[plant]77
RIL90 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_69	plant	[plant]69
RIL90 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_64	plant	[plant]64
RIL90 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_62	plant	[plant]62
RIL90 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_76	plant	[plant]76
RIL90 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_75	plant	[plant]75
RIL90 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_73	plant	[plant]73
RIL92 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_52	plant	[plant]52
RIL92 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_59	plant	[plant]59
RIL92 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_53	plant	[plant]53
RIL92 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_55	plant	[plant]55
RIL92 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_60	plant	[plant]60
RIL92 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_48	plant	[plant]48
RIL92 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_46	plant	[plant]46
RIL92 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_44	plant	[plant]44
RIL92 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_57	plant	[plant]57
RIL92 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_54	plant	[plant]54
RIL92 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_41	plant	[plant]41
RIL92 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_47	plant	[plant]47
RIL92 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_56	plant	[plant]56
RIL92 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_51	plant	[plant]51
RIL92 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_49	plant	[plant]49
RIL92 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_45	plant	[plant]45
RIL92 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_43	plant	[plant]43
RIL92 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_50	plant	[plant]50
RIL92 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_58	plant	[plant]58
RIL92 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_42	plant	[plant]42
RIL96 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_24	plant	[plant]24
RIL96 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_34	plant	[plant]34
RIL96 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_30	plant	[plant]30
RIL96 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_35	plant	[plant]35
RIL96 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_31	plant	[plant]31
RIL96 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_22	plant	[plant]22
RIL96 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_40	plant	[plant]40
RIL96 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_23	plant	[plant]23
RIL96 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_38	plant	[plant]38
RIL96 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_33	plant	[plant]33
RIL96 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_21	plant	[plant]21
RIL96 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_32	plant	[plant]32
RIL96 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_37	plant	[plant]37
RIL96 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_36	plant	[plant]36
RIL96 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_29	plant	[plant]29
RIL96 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_26	plant	[plant]26
RIL96 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_27	plant	[plant]27
RIL96 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_39	plant	[plant]39
RIL96 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_28	plant	[plant]28
RIL96 RIL 2-way 	NCBI:4577	Zea	mays	sample collection	pot_25	plant	[plant]25
